Generations	Time	GTA+	GTA-
[536]	time[536]= 1.594811e+02	96525005	893698007
[537]	time[537]= 1.598386e+02	96521183	893701764
[538]	time[538]= 1.601963e+02	96517560	893705713
[539]	time[539]= 1.605542e+02	96515328	893707923
[540]	time[540]= 1.609118e+02	96512184	893711304
[541]	time[541]= 1.612696e+02	96507643	893716841
[542]	time[542]= 1.616274e+02	96504334	893720218
[543]	time[543]= 1.619850e+02	96500961	893723560
[544]	time[544]= 1.623430e+02	96497278	893727659
[545]	time[545]= 1.627009e+02	96493970	893731006
[546]	time[546]= 1.630586e+02	96490319	893735137
[547]	time[547]= 1.634169e+02	96484819	893740454
[548]	time[548]= 1.637746e+02	96481153	893744928
[549]	time[549]= 1.641323e+02	96476568	893748887
[550]	time[550]= 1.644900e+02	96474044	893752111
[551]	time[551]= 1.648475e+02	96470581	893755903
[552]	time[552]= 1.652052e+02	96467047	893758772
[553]	time[553]= 1.655630e+02	96461366	893764280
[554]	time[554]= 1.659211e+02	96457360	893768651
[555]	time[555]= 1.662794e+02	96454071	893773253
[556]	time[556]= 1.666380e+02	96451889	893776665
[557]	time[557]= 1.669957e+02	96448198	893781912
[558]	time[558]= 1.673543e+02	96445045	893785762
[559]	time[559]= 1.677124e+02	96441454	893789654
[560]	time[560]= 1.680706e+02	96438672	893793406
[561]	time[561]= 1.684287e+02	96435756	893796978
[562]	time[562]= 1.687872e+02	96432427	893800450
[563]	time[563]= 1.691451e+02	96427763	893803369
[564]	time[564]= 1.695030e+02	96424030	893806649
[565]	time[565]= 1.698614e+02	96420929	893811340
[566]	time[566]= 1.702189e+02	96417979	893814171
[567]	time[567]= 1.705770e+02	96414856	893817773
[568]	time[568]= 1.709351e+02	96411889	893822103
[569]	time[569]= 1.712936e+02	96408117	893826713
[570]	time[570]= 1.716517e+02	96404658	893829510
[571]	time[571]= 1.720092e+02	96400511	893835052
[572]	time[572]= 1.723679e+02	96396390	893838739
[573]	time[573]= 1.727264e+02	96393243	893841333
[574]	time[574]= 1.730853e+02	96388874	893845774
[575]	time[575]= 1.734437e+02	96385606	893849735
[576]	time[576]= 1.738023e+02	96381877	893853640
[577]	time[577]= 1.741603e+02	96378576	893857481
[578]	time[578]= 1.745191e+02	96374430	893861811
[579]	time[579]= 1.748774e+02	96369577	893866911
[580]	time[580]= 1.752361e+02	96367602	893871087
[581]	time[581]= 1.755941e+02	96364118	893874526
[582]	time[582]= 1.759524e+02	96361070	893877928
[583]	time[583]= 1.763104e+02	96357353	893881413
[584]	time[584]= 1.766686e+02	96352778	893885854
[585]	time[585]= 1.770267e+02	96350165	893888615
[586]	time[586]= 1.773850e+02	96346037	893893108
[587]	time[587]= 1.777437e+02	96341483	893897270
[588]	time[588]= 1.781016e+02	96338337	893900422
[589]	time[589]= 1.784599e+02	96335979	893902600
[590]	time[590]= 1.788183e+02	96332656	893906362
[591]	time[591]= 1.791767e+02	96328529	893910970
[592]	time[592]= 1.795354e+02	96325061	893914895
[593]	time[593]= 1.798932e+02	96322202	893918597
[594]	time[594]= 1.802516e+02	96317965	893923836
[595]	time[595]= 1.806099e+02	96314607	893926488
[596]	time[596]= 1.809677e+02	96311014	893930744
[597]	time[597]= 1.813262e+02	96307012	893935098
[598]	time[598]= 1.816850e+02	96304567	893940337
[599]	time[599]= 1.820437e+02	96302023	893944378
[600]	time[600]= 1.824023e+02	96298858	893948363
[601]	time[601]= 1.827612e+02	96294905	893953248
[602]	time[602]= 1.831198e+02	96291752	893955506
[603]	time[603]= 1.834782e+02	96286610	893961051
[604]	time[604]= 1.838371e+02	96282727	893965249
[605]	time[605]= 1.841959e+02	96279261	893969555
[606]	time[606]= 1.845547e+02	96275927	893972965
[607]	time[607]= 1.849141e+02	96273262	893975047
[608]	time[608]= 1.852726e+02	96268460	893979644
[609]	time[609]= 1.856313e+02	96263646	893984146
[610]	time[610]= 1.859901e+02	96261292	893987262
[611]	time[611]= 1.863498e+02	96258083	893990975
[612]	time[612]= 1.867083e+02	96255760	893993205
[613]	time[613]= 1.870669e+02	96251127	893997788
[614]	time[614]= 1.874250e+02	96247894	894001907
[615]	time[615]= 1.877833e+02	96244532	894005132
[616]	time[616]= 1.881420e+02	96241261	894010002
[617]	time[617]= 1.885003e+02	96237290	894014048
[618]	time[618]= 1.888584e+02	96233399	894017514
[619]	time[619]= 1.892178e+02	96230804	894020817
[620]	time[620]= 1.895768e+02	96227679	894024181
[621]	time[621]= 1.899355e+02	96225035	894027239
[622]	time[622]= 1.902945e+02	96220733	894031558
[623]	time[623]= 1.906532e+02	96218211	894034294
[624]	time[624]= 1.910122e+02	96214367	894037949
[625]	time[625]= 1.913714e+02	96210898	894041860
[626]	time[626]= 1.917300e+02	96207714	894045959
[627]	time[627]= 1.920883e+02	96205029	894049737
[628]	time[628]= 1.924472e+02	96201089	894052799
[629]	time[629]= 1.928065e+02	96195882	894057052
[630]	time[630]= 1.931655e+02	96193216	894059756
[631]	time[631]= 1.935241e+02	96190497	894062840
[632]	time[632]= 1.938830e+02	96188218	894065060
[633]	time[633]= 1.942414e+02	96184765	894068425
[634]	time[634]= 1.946002e+02	96182955	894072212
[635]	time[635]= 1.949591e+02	96181007	894076367
[636]	time[636]= 1.953184e+02	96178303	894079087
[637]	time[637]= 1.956771e+02	96175866	894082939
[638]	time[638]= 1.960365e+02	96171673	894086231
[639]	time[639]= 1.963950e+02	96169576	894090040
[640]	time[640]= 1.967541e+02	96167001	894093291
[641]	time[641]= 1.971132e+02	96163603	894097155
[642]	time[642]= 1.974720e+02	96161416	894100321
[643]	time[643]= 1.978310e+02	96159333	894103862
[644]	time[644]= 1.981904e+02	96155117	894107351
[645]	time[645]= 1.985494e+02	96151482	894111646
[646]	time[646]= 1.989090e+02	96148623	894115515
[647]	time[647]= 1.992682e+02	96144657	894119169
[648]	time[648]= 1.996271e+02	96141809	894122826
[649]	time[649]= 1.999869e+02	96138431	894125888
[650]	time[650]= 2.003455e+02	96134351	894128973
[651]	time[651]= 2.007046e+02	96129788	894132773
[652]	time[652]= 2.010634e+02	96125535	894135363
[653]	time[653]= 2.014230e+02	96122808	894139180
[654]	time[654]= 2.017820e+02	96119090	894143176
[655]	time[655]= 2.021414e+02	96116651	894144813
[656]	time[656]= 2.025002e+02	96112849	894148877
[657]	time[657]= 2.028591e+02	96109246	894153193
[658]	time[658]= 2.032187e+02	96106984	894155618
[659]	time[659]= 2.035780e+02	96103433	894158706
[660]	time[660]= 2.039366e+02	96100963	894163176
[661]	time[661]= 2.042964e+02	96096865	894166718
[662]	time[662]= 2.046558e+02	96093468	894171819
[663]	time[663]= 2.050147e+02	96088931	894175412
[664]	time[664]= 2.053740e+02	96086085	894177971
[665]	time[665]= 2.057339e+02	96080979	894182890
[666]	time[666]= 2.060935e+02	96077599	894185647
[667]	time[667]= 2.064523e+02	96075256	894188208
[668]	time[668]= 2.068110e+02	96071754	894190622
[669]	time[669]= 2.071705e+02	96069305	894193287
[670]	time[670]= 2.075301e+02	96064932	894197115
[671]	time[671]= 2.078893e+02	96062068	894200313
[672]	time[672]= 2.082489e+02	96059861	894204463
[673]	time[673]= 2.086079e+02	96055310	894208727
[674]	time[674]= 2.089674e+02	96051057	894214245
[675]	time[675]= 2.093264e+02	96049561	894217864
[676]	time[676]= 2.096865e+02	96045036	894222579
[677]	time[677]= 2.100461e+02	96040502	894227061
[678]	time[678]= 2.104058e+02	96036742	894231479
[679]	time[679]= 2.107650e+02	96033236	894234775
[680]	time[680]= 2.111244e+02	96030151	894239645
[681]	time[681]= 2.114837e+02	96025933	894243586
[682]	time[682]= 2.118439e+02	96023595	894246711
[683]	time[683]= 2.122038e+02	96019868	894251085
[684]	time[684]= 2.125635e+02	96017190	894255012
[685]	time[685]= 2.129234e+02	96013816	894258858
[686]	time[686]= 2.132823e+02	96009895	894263590
[687]	time[687]= 2.136421e+02	96006172	894268261
[688]	time[688]= 2.140010e+02	96001590	894272803
[689]	time[689]= 2.143610e+02	95998679	894275715
[690]	time[690]= 2.147201e+02	95993998	894279400
[691]	time[691]= 2.150794e+02	95990836	894282907
[692]	time[692]= 2.154386e+02	95986352	894288148
[693]	time[693]= 2.157984e+02	95982606	894292845
[694]	time[694]= 2.161584e+02	95978572	894296538
[695]	time[695]= 2.165181e+02	95977475	894298376
[696]	time[696]= 2.168773e+02	95974190	894302442
[697]	time[697]= 2.172369e+02	95970364	894305843
[698]	time[698]= 2.175967e+02	95967000	894309124
[699]	time[699]= 2.179568e+02	95962729	894314512
[700]	time[700]= 2.183167e+02	95958689	894319006
[701]	time[701]= 2.186768e+02	95955270	894322320
[702]	time[702]= 2.190366e+02	95951248	894326430
[703]	time[703]= 2.193967e+02	95947980	894329202
[704]	time[704]= 2.197561e+02	95942821	894333977
[705]	time[705]= 2.201157e+02	95938322	894338738
[706]	time[706]= 2.204753e+02	95935654	894340910
[707]	time[707]= 2.208348e+02	95930925	894344977
[708]	time[708]= 2.211950e+02	95927522	894348876
[709]	time[709]= 2.215546e+02	95925286	894351264
[710]	time[710]= 2.219141e+02	95922434	894354291
[711]	time[711]= 2.222737e+02	95918751	894358963
[712]	time[712]= 2.226343e+02	95914396	894363412
[713]	time[713]= 2.229940e+02	95910547	894366988
[714]	time[714]= 2.233535e+02	95907387	894371502
[715]	time[715]= 2.237135e+02	95902969	894376412
[716]	time[716]= 2.240740e+02	95897972	894380285
[717]	time[717]= 2.244337e+02	95894954	894384228
[718]	time[718]= 2.247934e+02	95890459	894389185
[719]	time[719]= 2.251533e+02	95885813	894393546
[720]	time[720]= 2.255128e+02	95881548	894398885
[721]	time[721]= 2.258717e+02	95878812	894402054
[722]	time[722]= 2.262320e+02	95876589	894406958
[723]	time[723]= 2.265927e+02	95873954	894410956
[724]	time[724]= 2.269527e+02	95870545	894415019
[725]	time[725]= 2.273123e+02	95867092	894418028
[726]	time[726]= 2.276723e+02	95863239	894422475
[727]	time[727]= 2.280322e+02	95858983	894427333
[728]	time[728]= 2.283921e+02	95856188	894430178
[729]	time[729]= 2.287519e+02	95853410	894433259
[730]	time[730]= 2.291130e+02	95848220	894437774
[731]	time[731]= 2.294732e+02	95846287	894440215
[732]	time[732]= 2.298334e+02	95843923	894443540
[733]	time[733]= 2.301940e+02	95841011	894447170
[734]	time[734]= 2.305542e+02	95837300	894451869
[735]	time[735]= 2.309150e+02	95833488	894455830
[736]	time[736]= 2.312751e+02	95830645	894458818
[737]	time[737]= 2.316362e+02	95827242	894462292
[738]	time[738]= 2.319969e+02	95824495	894465593
[739]	time[739]= 2.323570e+02	95820386	894470044
[740]	time[740]= 2.327175e+02	95816364	894473732
[741]	time[741]= 2.330777e+02	95812564	894477391
[742]	time[742]= 2.334381e+02	95810071	894479829
[743]	time[743]= 2.337977e+02	95806198	894484928
[744]	time[744]= 2.341581e+02	95803255	894488038
[745]	time[745]= 2.345193e+02	95800678	894490549
[746]	time[746]= 2.348802e+02	95795945	894495202
[747]	time[747]= 2.352407e+02	95792233	894499591
[748]	time[748]= 2.356010e+02	95787661	894504307
[749]	time[749]= 2.359613e+02	95782950	894509711
[750]	time[750]= 2.363219e+02	95779249	894512583
[751]	time[751]= 2.366826e+02	95776241	894516929
[752]	time[752]= 2.370433e+02	95773747	894519383
[753]	time[753]= 2.374039e+02	95771980	894522959
[754]	time[754]= 2.377644e+02	95768077	894526986
[755]	time[755]= 2.381249e+02	95764974	894530032
[756]	time[756]= 2.384857e+02	95761345	894534738
[757]	time[757]= 2.388453e+02	95757113	894538112
[758]	time[758]= 2.392062e+02	95754233	894541795
[759]	time[759]= 2.395671e+02	95750440	894545392
[760]	time[760]= 2.399267e+02	95746876	894549162
[761]	time[761]= 2.402867e+02	95745200	894552068
[762]	time[762]= 2.406471e+02	95741431	894556750
[763]	time[763]= 2.410078e+02	95740485	894559462
[764]	time[764]= 2.413692e+02	95737085	894562964
[765]	time[765]= 2.417295e+02	95733858	894566211
[766]	time[766]= 2.420895e+02	95730492	894569682
[767]	time[767]= 2.424500e+02	95726766	894573207
[768]	time[768]= 2.428108e+02	95721698	894578563
[769]	time[769]= 2.431710e+02	95718199	894581145
[770]	time[770]= 2.435316e+02	95713962	894586216
[771]	time[771]= 2.438922e+02	95711357	894589792
[772]	time[772]= 2.442530e+02	95708333	894593038
[773]	time[773]= 2.446135e+02	95703207	894598297
[774]	time[774]= 2.449736e+02	95698650	894603003
[775]	time[775]= 2.453341e+02	95694747	894606935
[776]	time[776]= 2.456949e+02	95691178	894610675
[777]	time[777]= 2.460561e+02	95689034	894613321
[778]	time[778]= 2.464174e+02	95687735	894616041
[779]	time[779]= 2.467784e+02	95685034	894618639
[780]	time[780]= 2.471390e+02	95683247	894620640
[781]	time[781]= 2.474995e+02	95679008	894624283
[782]	time[782]= 2.478598e+02	95676156	894627606
[783]	time[783]= 2.482209e+02	95673222	894631979
[784]	time[784]= 2.485818e+02	95669511	894635139
[785]	time[785]= 2.489431e+02	95665940	894639799
[786]	time[786]= 2.493041e+02	95663536	894643038
[787]	time[787]= 2.496653e+02	95660996	894645990
[788]	time[788]= 2.500261e+02	95657590	894650285
[789]	time[789]= 2.503866e+02	95654424	894654786
[790]	time[790]= 2.507472e+02	95651142	894657674
[791]	time[791]= 2.511086e+02	95648647	894662157
[792]	time[792]= 2.514700e+02	95646011	894665403
[793]	time[793]= 2.518309e+02	95642489	894670326
[794]	time[794]= 2.521917e+02	95639145	894673853
[795]	time[795]= 2.525528e+02	95635462	894678476
[796]	time[796]= 2.529137e+02	95631236	894682830
[797]	time[797]= 2.532749e+02	95628723	894686990
[798]	time[798]= 2.536358e+02	95624959	894691303
[799]	time[799]= 2.539969e+02	95620906	894694786
[800]	time[800]= 2.543580e+02	95616193	894699513
[801]	time[801]= 2.547191e+02	95613022	894703502
[802]	time[802]= 2.550806e+02	95609052	894707165
[803]	time[803]= 2.554410e+02	95604816	894712118
[804]	time[804]= 2.558021e+02	95600586	894716043
[805]	time[805]= 2.561632e+02	95597772	894719949
[806]	time[806]= 2.565244e+02	95594468	894722957
[807]	time[807]= 2.568855e+02	95591873	894727449
[808]	time[808]= 2.572470e+02	95588084	894732042
[809]	time[809]= 2.576079e+02	95584069	894736431
[810]	time[810]= 2.579687e+02	95580908	894738531
[811]	time[811]= 2.583296e+02	95577841	894741155
[812]	time[812]= 2.586909e+02	95574751	894744768
[813]	time[813]= 2.590522e+02	95571650	894748057
[814]	time[814]= 2.594133e+02	95568561	894750376
[815]	time[815]= 2.597747e+02	95565644	894753326
[816]	time[816]= 2.601360e+02	95562771	894757293
[817]	time[817]= 2.604969e+02	95560420	894761073
[818]	time[818]= 2.608581e+02	95556644	894765238
[819]	time[819]= 2.612196e+02	95552776	894769378
[820]	time[820]= 2.615804e+02	95548710	894773921
[821]	time[821]= 2.619419e+02	95546421	894776804
[822]	time[822]= 2.623031e+02	95542617	894781496
[823]	time[823]= 2.626647e+02	95538932	894786164
[824]	time[824]= 2.630265e+02	95535031	894791050
[825]	time[825]= 2.633878e+02	95531613	894795509
[826]	time[826]= 2.637490e+02	95528950	894799474
[827]	time[827]= 2.641101e+02	95526872	894802729
[828]	time[828]= 2.644712e+02	95523599	894807508
[829]	time[829]= 2.648331e+02	95520796	894810269
[830]	time[830]= 2.651942e+02	95517001	894813880
[831]	time[831]= 2.655552e+02	95512456	894819277
[832]	time[832]= 2.659171e+02	95508520	894822715
[833]	time[833]= 2.662784e+02	95505364	894825770
[834]	time[834]= 2.666396e+02	95501146	894830343
[835]	time[835]= 2.670010e+02	95498180	894833047
[836]	time[836]= 2.673626e+02	95493720	894835793
[837]	time[837]= 2.677238e+02	95490822	894838137
[838]	time[838]= 2.680851e+02	95486244	894843531
[839]	time[839]= 2.684466e+02	95482375	894848577
[840]	time[840]= 2.688085e+02	95479502	894850445
[841]	time[841]= 2.691698e+02	95476944	894854275
[842]	time[842]= 2.695307e+02	95471448	894858935
[843]	time[843]= 2.698916e+02	95468291	894862306
[844]	time[844]= 2.702532e+02	95464697	894867457
[845]	time[845]= 2.706145e+02	95461672	894870110
[846]	time[846]= 2.709760e+02	95458510	894874229
[847]	time[847]= 2.713374e+02	95454043	894878461
[848]	time[848]= 2.716984e+02	95449847	894882602
[849]	time[849]= 2.720601e+02	95447218	894885304
[850]	time[850]= 2.724218e+02	95442991	894888285
[851]	time[851]= 2.727831e+02	95438720	894892732
[852]	time[852]= 2.731447e+02	95434794	894897099
[853]	time[853]= 2.735072e+02	95432390	894900842
[854]	time[854]= 2.738695e+02	95428812	894904560
[855]	time[855]= 2.742313e+02	95424806	894908928
[856]	time[856]= 2.745929e+02	95420903	894912326
[857]	time[857]= 2.749540e+02	95417362	894915751
[858]	time[858]= 2.753157e+02	95414461	894919583
[859]	time[859]= 2.756777e+02	95410888	894924300
[860]	time[860]= 2.760396e+02	95409131	894927507
[861]	time[861]= 2.764014e+02	95406243	894931119
[862]	time[862]= 2.767632e+02	95403249	894934762
[863]	time[863]= 2.771247e+02	95400261	894938030
[864]	time[864]= 2.774869e+02	95397621	894941604
[865]	time[865]= 2.778489e+02	95394311	894946441
[866]	time[866]= 2.782106e+02	95391941	894949675
[867]	time[867]= 2.785723e+02	95388587	894953031
[868]	time[868]= 2.789347e+02	95384629	894957128
[869]	time[869]= 2.792964e+02	95382324	894960694
[870]	time[870]= 2.796585e+02	95378465	894964542
[871]	time[871]= 2.800207e+02	95374211	894969100
[872]	time[872]= 2.803825e+02	95370303	894973683
[873]	time[873]= 2.807446e+02	95365072	894978849
[874]	time[874]= 2.811072e+02	95361511	894983665
[875]	time[875]= 2.814692e+02	95357165	894987614
[876]	time[876]= 2.818317e+02	95354344	894990832
[877]	time[877]= 2.821935e+02	95351792	894992484
[878]	time[878]= 2.825554e+02	95348002	894996294
[879]	time[879]= 2.829172e+02	95343985	894999172
[880]	time[880]= 2.832790e+02	95340055	895003455
[881]	time[881]= 2.836409e+02	95336627	895006972
[882]	time[882]= 2.840025e+02	95332969	895010520
[883]	time[883]= 2.843642e+02	95330451	895014381
[884]	time[884]= 2.847265e+02	95326603	895017455
[885]	time[885]= 2.850893e+02	95324824	895019269
[886]	time[886]= 2.854516e+02	95321558	895023497
[887]	time[887]= 2.858143e+02	95318891	895027540
[888]	time[888]= 2.861768e+02	95315514	895030873
[889]	time[889]= 2.865390e+02	95312632	895033276
[890]	time[890]= 2.869012e+02	95308840	895036014
[891]	time[891]= 2.872635e+02	95306113	895038217
[892]	time[892]= 2.876261e+02	95304251	895040493
[893]	time[893]= 2.879886e+02	95301190	895042315
[894]	time[894]= 2.883508e+02	95298396	895045369
[895]	time[895]= 2.887132e+02	95294332	895049020
[896]	time[896]= 2.890755e+02	95293089	895051941
[897]	time[897]= 2.894375e+02	95288991	895054656
[898]	time[898]= 2.897997e+02	95285808	895059015
[899]	time[899]= 2.901616e+02	95283621	895062195
[900]	time[900]= 2.905230e+02	95280910	895066019
[901]	time[901]= 2.908858e+02	95276468	895070650
[902]	time[902]= 2.912482e+02	95272285	895075547
[903]	time[903]= 2.916107e+02	95268588	895079938
[904]	time[904]= 2.919728e+02	95264504	895085310
[905]	time[905]= 2.923355e+02	95259830	895088540
[906]	time[906]= 2.926978e+02	95257454	895092372
[907]	time[907]= 2.930597e+02	95254114	895096421
[908]	time[908]= 2.934223e+02	95251392	895101294
[909]	time[909]= 2.937846e+02	95247656	895105267
[910]	time[910]= 2.941464e+02	95245089	895109149
[911]	time[911]= 2.945087e+02	95240460	895112529
[912]	time[912]= 2.948711e+02	95237168	895117132
[913]	time[913]= 2.952329e+02	95234441	895120737
[914]	time[914]= 2.955953e+02	95229563	895124141
[915]	time[915]= 2.959579e+02	95225660	895127353
[916]	time[916]= 2.963199e+02	95220399	895131612
[917]	time[917]= 2.966824e+02	95217068	895135881
[918]	time[918]= 2.970451e+02	95212486	895139998
[919]	time[919]= 2.974082e+02	95209279	895142795
[920]	time[920]= 2.977708e+02	95205342	895145850
[921]	time[921]= 2.981329e+02	95200055	895150305
[922]	time[922]= 2.984956e+02	95195693	895153889
